[root][2020-07-24 19:47:45][2020-07-24 19:47:45][     55127]:  element_goes_xr,压缩并导出
[root][2020-07-24 19:47:45][2020-07-24 19:47:45][     55127]:  数据库表element_hpi 导出数据, 4条
[root][2020-07-24 19:47:45][2020-07-24 19:47:45][     55127]:  element_hpi,压缩并导出
[root][2020-07-24 19:47:45][2020-07-24 19:47:45][     55127]:  数据库表element_kp 导出数据, 2条
[root][2020-07-24 19:47:45][2020-07-24 19:47:45][     55127]:  element_kp,压缩并导出
[root][2020-07-24 19:47:45][2020-07-24 19:47:45][     55127]:  数据库 element_rad,产品不存在,时间段2020-07-24 2020-07-24
[root][2020-07-24 19:47:45][2020-07-24 19:47:45][     55127]:  数据库 element_ssn,产品不存在,时间段2020-07-24 2020-07-24
[root][2020-07-24 19:47:45][2020-07-24 19:47:45][     55127]:  数据库 element_ste_het,产品不存在,时间段2020-07-24 2020-07-24
[root][2020-07-24 19:47:45][2020-07-24 19:47:45][     55127]:  数据库 element_ste_mag,产品不存在,时间段2020-07-24 2020-07-24
[root][2020-07-24 19:47:45][2020-07-24 19:47:45][     55127]:  数据库 element_ste_sw,产品不存在,时间段2020-07-24 2020-07-24
[root][2020-07-24 19:47:45][2020-07-24 19:47:45][     55127]:  数据库 element_swpc_flare,产品不存在,时间段2020-07-24 2020-07-24
[root][2020-07-24 19:47:45][2020-07-24 19:47:45][     55127]:  数据库 element_tec,产品不存在,时间段2020-07-24 2020-07-24
[root][2020-07-24 19:47:45][2020-07-24 19:47:45][     55127]:  数据库表event_configuration 导出数据, 19条
[root][2020-07-24 19:47:45][2020-07-24 19:47:45][     55127]:  事件等级配置表event_configuration,压缩并导出
