16	7
1	120
120	1
15	8
60	2
16	7
15	8
15	8
40	3
120	1
15	8
15	8
15	8
40	3
120	1
15	8
15	8
15	8
40	3
120	1
15	8
15	8
40	3
120	1
15	8
15	8
40	3
120	1
15	8
15	8
40	3
120	1
15	8
40	3
40	3
40	3
10	11
10	11
10	11
6	20
120	1
10	11
15	8
40	3
120	1
15	8
15	8
40	3
120	1
15	8
15	8
15	8
15	8
120	1
120	1
120	1
10	11
15	8
15	8
15	8
